"일련번호","시장/마트 번호","시장/마트 이름","품목 번호","품목 이름","실판매규격","가격(원)","년도-월","비고","점검일자","시장유형 구분(시장/마트) 코드","시장유형 구분(시장/마트) 이름","자치구 코드","자치구 이름"
"1314058","98","롯데백화점 노원점","58","쇠고기(한우불고기)","600g","51000","2018-10","","2018-10-25","002","대형마트","350000","노원구"
"1314059","98","롯데백화점 노원점","99","돼지고기(생삼겹살)","600g","24420","2018-10","","2018-10-25","002","대형마트","350000","노원구"
"1314060","98","롯데백화점 노원점","138","닭고기(토종닭)","1마리","12900","2018-10","","2018-10-25","002","대형마트","350000","노원구"
"1314061","98","롯데백화점 노원점","171","달걀(10개)","10개","6500","2018-10","","2018-10-25","002","대형마트","350000","노원구"
"1314062","98","롯데백화점 노원점","320","달걀(30개)","30개","8900","2018-10","","2018-10-25","002","대형마트","350000","노원구"
"1314063","98","롯데백화점 노원점","258","조기(생물국산)","1마리(20cm)","12000","2018-10","백조기","2018-10-25","002","대형마트","350000","노원구"
"1314064","98","롯데백화점 노원점","152","명태(러시아냉동)","1마리(25cm)","0","2018-10","","2018-10-25","002","대형마트","350000","노원구"
"1314065","98","롯데백화점 노원점","254","오징어(생물국산)","1마리(20cm)","8000","2018-10","","2018-10-25","002","대형마트","350000","노원구"
"1314066","98","롯데백화점 노원점","266","고등어(생물국산)","1마리(30cm)","5000","2018-10","","2018-10-25","002","대형마트","350000","노원구"
"1315070","2","신세계백화점","305","사과(부사 300g)","1 개","3200","2018-10","","2018-10-29","002","대형마트","140000","중구"
"1315071","2","신세계백화점","306","배(신고 600g)","1 개","5300","2018-10","","2018-10-29","002","대형마트","140000","중구"
"1315072","2","신세계백화점","175","배추(중간)","1포기 ","5500","2018-10","","2018-10-29","002","대형마트","140000","중구"
"1315073","2","신세계백화점","133","무(세척무)","1 개","6980","2018-10","","2018-10-29","002","대형마트","140000","중구"
"1315074","2","신세계백화점","309","양파(1.5kg망)","1망","5970","2018-10","","2018-10-29","002","대형마트","140000","중구"
"1315075","2","신세계백화점","23","상추","100g","2580","2018-10","","2018-10-29","002","대형마트","140000","중구"
"1315076","2","신세계백화점","22","오이","1 개","1830","2018-10","","2018-10-29","002","대형마트","140000","중구"
"1315077","2","신세계백화점","312","애호박","1 개","2500","2018-10","","2018-10-29","002","대형마트","140000","중구"
"1315078","2","신세계백화점","58","쇠고기(한우불고기)","600g","23400","2018-10","","2018-10-29","002","대형마트","140000","중구"
"1315079","2","신세계백화점","202","돼지고기(생삼겹살)","600g","25800","2018-10","","2018-10-29","002","대형마트","140000","중구"
"1315080","2","신세계백화점","138","닭고기(토종닭)","1마리(1kg)","11000","2018-10","","2018-10-29","002","대형마트","140000","중구"
"1315081","2","신세계백화점","171","달걀(10개)","10개","4580","2018-10","","2018-10-29","002","대형마트","140000","중구"
"1315082","2","신세계백화점","320","달걀(30개)","30개","12360","2018-10","","2018-10-29","002","대형마트","140000","중구"
"1315083","2","신세계백화점","258","조기(생물국산)","1마리","12670","2018-10","참조기","2018-10-29","002","대형마트","140000","중구"
"1315084","2","신세계백화점","265","명태(생물수입산)","1마리","0","2018-10","입고안됨","2018-10-29","002","대형마트","140000","중구"
"1315085","2","신세계백화점","256","오징어(냉동국산)","1마리","8450","2018-10","","2018-10-29","002","대형마트","140000","중구"
"1315086","2","신세계백화점","266","고등어(생물국산)","1마리","6800","2018-10","","2018-10-29","002","대형마트","140000","중구"
"1315087","56","롯데백화점","305","사과(부사 300g)","1 개","3000","2018-10","","2018-10-29","002","대형마트","140000","중구"
"1315088","56","롯데백화점","306","배(신고 600g)","1 개","6000","2018-10","","2018-10-29","002","대형마트","140000","중구"
"1315089","56","롯데백화점","307","배추(2.5~3kg)","1포기 ","5500","2018-10","","2018-10-29","002","대형마트","140000","중구"
"1315090","56","롯데백화점","282","무(세척무)","1 개","3980","2018-10","","2018-10-29","002","대형마트","140000","중구"
"1315091","56","롯데백화점","309","양파(1.5kg망)","1망","4980","2018-10","","2018-10-29","002","대형마트","140000","중구"
"1315092","56","롯데백화점","23","상추","100g","1720","2018-10","","2018-10-29","002","대형마트","140000","중구"
"1315093","56","롯데백화점","311","오이(다다기)","1 개","1250","2018-10","","2018-10-29","002","대형마트","140000","중구"
"1315094","56","롯데백화점","312","애호박","1 개","2000","2018-10","","2018-10-29","002","대형마트","140000","중구"
"1315095","56","롯데백화점","131","쇠고기(한우1등급)","600g(1등급)","41400","2018-10","","2018-10-29","002","대형마트","140000","중구"
"1315096","56","롯데백화점","99","돼지고기(생삼겹살)","600g","29940","2018-10","","2018-10-29","002","대형마트","140000","중구"
"1315097","56","롯데백화점","138","닭고기(토종닭)","1마리(1kg)","10000","2018-10","","2018-10-29","002","대형마트","140000","중구"
"1315098","56","롯데백화점","171","달걀(10개)","10개","5350","2018-10","","2018-10-29","002","대형마트","140000","중구"
"1315099","56","롯데백화점","320","달걀(30개)","30개","14500","2018-10","","2018-10-29","002","대형마트","140000","중구"
"1315100","56","롯데백화점","136","조기(국산생물)","1마리","10000","2018-10","백조기","2018-10-29","002","대형마트","140000","중구"
"1315101","56","롯데백화점","265","명태(생물수입산)","1마리","0","2018-10","입고안됨","2018-10-29","002","대형마트","140000","중구"
"1315102","56","롯데백화점","254","오징어(생물국산)","1마리","9500","2018-10","","2018-10-29","002","대형마트","140000","중구"
"1315103","56","롯데백화점","266","고등어(생물국산)","1마리","10000","2018-10","","2018-10-29","002","대형마트","140000","중구"
"1315104","55","광장시장","305","사과(부사 300g)","1 개","3000","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315105","55","광장시장","306","배(신고 600g)","1 개","4000","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315106","55","광장시장","307","배추(2.5~3kg)","1포기 ","4000","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315107","55","광장시장","274","무(세척무 중)","1 개","2500","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315108","55","광장시장","309","양파(1.5kg망)","1망","4000","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315109","55","광장시장","310","상추(100g)","100g","750","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315110","55","광장시장","311","오이(다다기)","1 개","500","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315111","55","광장시장","119","호박(인큐베이터)","1 개","1000","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315112","55","광장시장","58","쇠고기(한우불고기)","600g(1등급)","30000","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315113","55","광장시장","99","돼지고기(생삼겹살)","600g","13000","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315114","55","광장시장","283","닭고기(육계)","1마리(1kg)","5000","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315115","55","광장시장","171","달걀(10개)","10개","2000","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315116","55","광장시장","320","달걀(30개)","30개","4000","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315117","55","광장시장","258","조기(생물국산)","1마리","3500","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315118","55","광장시장","265","명태(생물수입산)","1마리","7000","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315119","55","광장시장","254","오징어(생물국산)","1마리","4000","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315120","55","광장시장","266","고등어(생물국산)","1마리","5000","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315121","1","통인시장","305","사과(부사 300g)","1 개","2000","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315122","1","통인시장","306","배(신고 600g)","1 개","3000","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315123","1","통인시장","175","배추(중간)","1포기","3500","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315124","1","통인시장","274","무(세척무 중)","1 개","2000","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315125","1","통인시장","309","양파(1.5kg망)","1망","4000","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315126","1","통인시장","310","상추(100g)","100g","750","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315127","1","통인시장","311","오이(다다기)","1 개","500","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315128","1","통인시장","119","호박(인큐베이터)","1 개","1000","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315129","1","통인시장","58","쇠고기(한우불고기)","600g(2등급)","22000","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315130","1","통인시장","99","돼지고기(생삼겹살)","600g","15000","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315131","1","통인시장","283","닭고기(육계)","1마리(1kg)","5000","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315132","1","통인시장","171","달걀(10개)","10개","2000","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315133","1","통인시장","320","달걀(30개)","30개","4500","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315134","1","통인시장","258","조기(생물국산)","1마리","3500","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315135","1","통인시장","152","명태(러시아냉동)","1마리","3000","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315136","1","통인시장","254","오징어(생물국산)","1마리","4000","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315137","1","통인시장","266","고등어(생물국산)","1마리","4000","2018-10","","2018-10-29","001","전통시장","110000","종로구"
"1315138","8","롯데마트 서울역점","305","사과(부사 300g)","1개","2000","2018-10","","2018-10-29","002","대형마트","140000","중구"
"1315139","8","롯데마트 서울역점","284","배(중품)","1개","2800","2018-10","","2018-10-29","002","대형마트","140000","중구"
